time;V(1);V(2)
0.643877551;0.143735661;0.143691646
0.643900227;0.140766768;0.140719529
0.643922902;0.137244863;0.137194472
0.643945578;0.133183757;0.133130302
0.643968254;0.128599425;0.128543003
0.643990930;0.123509860;0.123450580
0.644013605;0.117935065;0.117873050
0.644036281;0.111896945;0.111832325
0.644058957;0.105419215;0.105352133
0.644081633;0.098527332;0.098457939
0.644104308;0.091248364;0.091176821
0.644126984;0.083610905;0.083537381
0.644149660;0.075644981;0.075569653
0.644172336;0.067381860;0.067304912
0.644195011;0.058854023;0.058775646
0.644217687;0.050094971;0.050015360
0.644240363;0.041139113;0.041058469
0.644263039;0.032021626;0.031940155
0.644285714;0.022778340;0.022696250
0.644308390;0.013445565;0.013363066
0.644331066;0.004059967;0.003977272
0.644353741;-0.005341581;-0.005424260
0.644376417;-0.014722144;-0.014804594
0.644399093;-0.024044868;-0.024126877
0.644421769;-0.033273128;-0.033354484
0.644444444;-0.042370666;-0.042451164
0.644467120;-0.051301752;-0.051381186
0.644489796;-0.060031278;-0.060109448
0.644512472;-0.068524970;-0.068601680
0.644535147;-0.076749446;-0.076824507
0.644557823;-0.084672404;-0.084745633
0.644580499;-0.092262709;-0.092333931
0.644603175;-0.099490538;-0.099559584
0.644625850;-0.106327504;-0.106394215
0.644648526;-0.112746749;-0.112810975
0.644671202;-0.118723045;-0.118784645
0.644693878;-0.124232925;-0.124291769
0.644716553;-0.129254729;-0.129310698
0.644739229;-0.133768730;-0.133821715
0.644761905;-0.137757209;-0.137807115
0.644784580;-0.141204477;-0.141251218
0.644807256;-0.144096988;-0.144140494
0.644829932;-0.146423418;-0.146463630
0.644852608;-0.148174574;-0.148211444
0.644875283;-0.149343601;-0.149377097
0.644897959;-0.149925909;-0.149956011
0.644920635;-0.149919218;-0.149945920
0.644943311;-0.149323544;-0.149346853
0.644965986;-0.148141212;-0.148161147
0.644988662;-0.146376899;-0.146393495
0.645011338;-0.144037505;-0.144050808
0.645034014;-0.141132239;-0.141142308
0.645056689;-0.137672514;-0.137679422
0.645079365;-0.133671920;-0.133675752
0.645102041;-0.129146164;-0.129147015
0.645124717;-0.124113050;-0.124111030
0.645147392;-0.118592323;-0.118587551
0.645170068;-0.112605692;-0.112598300
0.645192744;-0.106176665;-0.106166792
0.645215420;-0.099330513;-0.099318310
0.645238095;-0.092094124;-0.092079751
0.645260771;-0.084495913;-0.084479539
0.645283447;-0.076565759;-0.076547558
0.645306122;-0.068334801;-0.068314959
0.645328798;-0.059835380;-0.059814085
0.645351474;-0.051100877;-0.051078325
0.645374150;-0.042165623;-0.042142013
0.645396825;-0.033064713;-0.033040251
0.645419501;-0.023833902;-0.023808795
0.645442177;-0.014509455;-0.014483914
0.645464853;-0.005128005;-0.005102243
0.645487528;0.004273591;0.004299362
0.645510204;0.013658397;0.013683964
0.645532880;0.022989545;0.023014697
0.645555556;0.032230372;0.032254897
0.645578231;0.041344581;0.041368271
0.645600907;0.050296356;0.050319007
0.645623583;0.059050532;0.059071943
0.645646259;0.067572722;0.067592696
0.645668934;0.075829443;0.075847791
0.645691610;0.083788244;0.083804782
0.645714286;0.091417880;0.091432432
0.645736961;0.098688363;0.098700758
0.645759637;0.105571134;0.105581213
0.645782313;0.112039149;0.112046761
0.645804989;0.118066995;0.118071998
0.645827664;0.123630994;0.123633257
0.645850340;0.128709287;0.128708689
0.645873016;0.133281937;0.133278368
0.645895692;0.137330943;0.137324306
0.645918367;0.140840437;0.140830646
0.645941043;0.143796619;0.143783602
0.645963719;0.146187868;0.146171563
0.645986395;0.148004781;0.147985141
0.646009070;0.149240250;0.149217240
0.646031746;0.149889388;0.149862987
0.646054422;0.149949662;0.149919862
0.646077098;0.149420848;0.149387655
0.646099773;0.148304988;0.148268420
0.646122449;0.146606492;0.146566581
0.646145125;0.144332035;0.144288827
0.646167800;0.141490544;0.141444096
0.646190476;0.138093179;0.138043563
0.646213152;0.134153292;0.134100589
0.646235828;0.129686363;0.129630671
0.646258503;0.124709932;0.124651356
0.646281179;0.119243563;0.119182223
0.646303855;0.113308728;0.113244752
0.646326531;0.106928732;0.106862261
0.646349206;0.100128653;0.100059836
0.646371882;0.092935207;0.092864203
0.646394558;0.085376641;0.085303617
0.646417234;0.077482658;0.077407788
0.646439909;0.069284274;0.069207742
0.646462585;0.060813693;0.060735688
0.646485261;0.052104197;0.052024914
0.646507937;0.043189998;0.043109636
0.646530612;0.034106123;0.034024887
0.646553288;0.024888257;0.024806353
0.646575964;0.015572610;0.015490250
0.646598639;0.006195785;0.006113180
0.646621315;-0.003205381;-0.003288019
0.646643991;-0.012593955;-0.012676411
0.646666667;-0.021933052;-0.022015115
0.646689342;-0.031185978;-0.031267437
0.646712018;-0.040316388;-0.040397034
0.646734694;-0.049288410;-0.049368038
0.646757370;-0.058066788;-0.058145198
0.646780045;-0.066617043;-0.066694038
0.646802721;-0.074905585;-0.074980973
0.646825397;-0.082899843;-0.082973440
0.646848073;-0.090568415;-0.090640043
0.646870748;-0.097881178;-0.097950668
0.646893424;-0.104809397;-0.104876587
0.646916100;-0.111325847;-0.111390586
0.646938776;-0.117404944;-0.117467088
0.646961451;-0.123022787;-0.123082204
0.646984127;-0.128157316;-0.128213884
0.647006803;-0.132788362;-0.132841970
0.647029478;-0.136897731;-0.136948280
0.647052154;-0.140469257;-0.140516660
0.647074830;-0.143488946;-0.143533129
0.647097506;-0.145944894;-0.145985794
0.647120181;-0.147827490;-0.147865058
0.647142857;-0.149129312;-0.149163513
0.647165533;-0.149845251;-0.149876061
0.647188209;-0.149972489;-0.149999899
0.647210884;-0.149510564;-0.149534578
0.647233560;-0.148461236;-0.148481871
0.647256236;-0.146828661;-0.146845948
0.647278912;-0.144619247;-0.144633229
0.647301587;-0.141841665;-0.141852399
0.647324263;-0.138506824;-0.138514379
0.647346939;-0.134627851;-0.134632309
0.647369615;-0.130219974;-0.130221429
0.647392290;-0.125300494;-0.125299052
0.647414966;-0.119888751;-0.119884529
0.647437642;-0.114006009;-0.113999136
0.647460317;-0.107675372;-0.107665985
0.647482993;-0.100921716;-0.100909965
0.647505669;-0.093771565;-0.093757607
0.647528345;-0.086253022;-0.086237023
0.647551020;-0.078395620;-0.078377755
0.647573696;-0.070230226;-0.070210676
0.647596372;-0.061788922;-0.061767876
0.647619048;-0.053104869;-0.053082520
0.647641723;-0.044212179;-0.044188728
0.647664399;-0.035145802;-0.035121451
0.647687075;-0.025941344;-0.025916301
0.647709751;-0.016634973;-0.016609448
0.647732426;-0.007263248;-0.007237453
0.647755102;0.002137012;0.002162865
0.647777778;0.011528876;0.011554574
0.647800454;0.020875447;0.020900777
0.647823129;0.030140007;0.030164758
0.647845805;0.039286156;0.039310119
0.647868481;0.048277959;0.048300928
0.647891156;0.057080097;0.057101871
0.647913832;0.065657985;0.065678368
0.647936508;0.073977930;0.073996729
0.647959184;0.082007235;0.082024265
0.647981859;0.089714363;0.089729445
0.648004535;0.097069027;0.097081991
0.648027211;0.104042343;0.104053027
0.648049887;0.110606915;0.110615165
0.648072562;0.116736943;0.116742615
0.648095238;0.122408347;0.122411308
0.648117914;0.127598851;0.127598977
0.648140590;0.132288069;0.132285249
0.648163265;0.136457549;0.136451681
0.648185941;0.140090957;0.140081954
0.648208617;0.143173990;0.143161776
0.648231293;0.145694533;0.145679044
0.648253968;0.147642692;0.147623878
0.648276644;0.149010808;0.148988631
0.648299320;0.149793502;0.149767937
0.648321995;0.149987719;0.149958756
0.648344671;0.149592684;0.149560325
0.648367347;0.148609947;0.148574208
0.648390023;0.147043368;0.147004278
0.648412698;0.144899115;0.144856715
0.648435374;0.142185577;0.142139924
0.648458050;0.138913453;0.138864614
0.648480726;0.135095588;0.135043643
0.648503401;0.130746972;0.130692014
0.648526077;0.125884695;0.125826829
0.648548753;0.120527854;0.120467196
0.648571429;0.114697504;0.114634180
0.648594104;0.108416553;0.108350701
0.648616780;0.101709656;0.101641423
0.648639456;0.094603179;0.094532722
0.648662132;0.087125032;0.087052517
0.648684807;0.079304614;0.079230213
0.648707483;0.071172621;0.071096515
0.648730159;0.062761014;0.062683391
0.648752834;0.054102847;0.054023902
0.648775510;0.045232125;0.045152055
0.648798186;0.036183699;0.036102708
0.648820862;0.026993122;0.026911416
0.648843537;0.017696493;0.017614283
0.648866213;0.008330346;0.008247842
0.648888889;-0.001068531;-0.001151115
0.648911565;-0.010463210;-0.010545661
0.648934240;-0.019816782;-0.019898889
0.648956916;-0.029092501;-0.029174051
0.648979592;-0.038253921;-0.038334706
0.649002268;-0.047265058;-0.047344871
0.649024943;-0.056090508;-0.056169147
0.649047619;-0.064695594;-0.064772862
0.649070295;-0.073046510;-0.073122215
0.649092971;-0.081110459;-0.081184415
0.649115646;-0.088855740;-0.088927767
0.649138322;-0.096251948;-0.096321874
0.649160998;-0.103270011;-0.103337674
0.649183673;-0.109882348;-0.109947592
0.649206349;-0.116063009;-0.116125690
0.649229025;-0.121787683;-0.121847666
0.649251701;-0.127033901;-0.127091062
0.649274376;-0.131781039;-0.131835264
0.649297052;-0.136010464;-0.136061652
0.649319728;-0.139705532;-0.139753592
0.649342404;-0.142851759;-0.142896615
0.649365079;-0.145436763;-0.145478349
0.649387755;-0.147450396;-0.147488660
0.649410431;-0.148884731;-0.148919635
0.649433107;-0.149734165;-0.149765683
0.649455782;-0.149995332;-0.150023450
0.649478458;-0.149667216;-0.149691937
0.649501134;-0.148751116;-0.148772452
0.649523810;-0.147250606;-0.147268586
0.649546485;-0.145171619;-0.145186283
0.649569161;-0.142522288;-0.142533690
0.649591837;-0.139313031;-0.139321238
0.649614512;-0.135556468;-0.135561558
0.649637188;-0.131267336;-0.131269400
0.649659864;-0.126462502;-0.126461644
0.649682540;-0.121160846;-0.121157181
0.649705215;-0.115383184;-0.115376838
0.649727891;-0.109152219;-0.109143326
0.649750567;-0.102492430;-0.102481138
0.649773243;-0.095429978;-0.095416443
0.649795918;-0.087992622;-0.087977007
0.649818594;-0.080209568;-0.080192046
0.649841270;-0.072111399;-0.072092151
0.649863946;-0.063729921;-0.063709133
0.649886621;-0.055098077;-0.055075942
0.649909297;-0.046249769;-0.046226486
0.649931973;-0.037219757;-0.037195528
0.649954649;-0.028043523;-0.028018555
0.649977324;-0.018757115;-0.018731617
0.650000000;-0.009397017;-0.009371200
0.650022676;-0.000000001;0.000025922
0.650045351;0.009397016;0.009422832
0.650068027;0.018757114;0.018782610
0.650090703;0.028043522;0.028068487
0.650113379;0.037219756;0.037243980
0.650136054;0.046249768;0.046273045
0.650158730;0.055098076;0.055120204
0.650181406;0.063729920;0.063750700
0.650204082;0.072111398;0.072130637
0.650226757;0.080209567;0.080227079
0.650249433;0.087992621;0.088008226
0.650272109;0.095429977;0.095443502
0.650294785;0.102492430;0.102503710
0.650317460;0.109152218;0.109161099
0.650340136;0.115383184;0.115389519
0.650362812;0.121160846;0.121164498
0.650385488;0.126462502;0.126463347
0.650408163;0.131267336;0.131265259
0.650430839;0.135556468;0.135551366
0.650453515;0.139313032;0.139304813
0.650476190;0.142522289;0.142510875
0.650498866;0.145171619;0.145156944
0.650521542;0.147250607;0.147232617
0.650544218;0.148751117;0.148729771
0.650566893;0.149667217;0.149642489
0.650589569;0.149995333;0.149967207
0.650612245;0.149734167;0.149702644
0.650634921;0.148884733;0.148849824
0.650657596;0.147450398;0.147412130
0.650680272;0.145436765;0.145395178
0.650702948;0.142851761;0.142806906
0.650725624;0.139705534;0.139657477
0.650748299;0.136010466;0.135959284
0.650770975;0.131781042;0.131726825
0.650793651;0.127033904;0.126976753
0.650816327;0.121787686;0.121727716
0.650839002;0.116063012;0.116000347
0.650861678;0.109882351;0.109817126
0.650884354;0.103270014;0.103202374
0.650907029;0.096251952;0.096182050
0.650929705;0.088855744;0.088783746
0.650952381;0.081110463;0.081036539
0.650975057;0.073046514;0.072970844
0.650997732;0.064695598;0.064618368
0.651020408;0.056090512;0.056011914
0.651043084;0.047265062;0.047185294
0.651065760;0.038253925;0.038173190
0.651088435;0.029092505;0.029011008
0.651111111;0.019816786;0.019734736
0.651133787;0.010463214;0.010380823
0.651156463;0.001068536;0.000986015
0.651179138;-0.008330342;-0.008412778
0.651201814;-0.017696489;-0.017778628
0.651224490;-0.026993117;-0.027074748
0.651247166;-0.036183695;-0.036264607
0.651269841;-0.045232121;-0.045312108
0.651292517;-0.054102843;-0.054181703
0.651315193;-0.062761010;-0.062838543
0.651337868;-0.071172617;-0.071248629
0.651360544;-0.079304611;-0.079378915
0.651383220;-0.087125029;-0.087197445
0.651405896;-0.094603176;-0.094673530
0.651428571;-0.101709653;-0.101777779
0.651451247;-0.108416550;-0.108482293
0.651473923;-0.114697501;-0.114760712
0.651496599;-0.120527851;-0.120588395
0.651519274;-0.125884692;-0.125942441
0.651541950;-0.130746969;-0.130801806
0.651564626;-0.135095585;-0.135147407
0.651587302;-0.138913451;-0.138962165
0.651609977;-0.142185574;-0.142231100
0.651632653;-0.144899112;-0.144941382
0.651655329;-0.147043366;-0.147082325
0.651678005;-0.148609945;-0.148645552
0.651700680;-0.149592682;-0.149624907
0.651723356;-0.149987717;-0.150016544
0.651746032;-0.149793500;-0.149818928
0.651768707;-0.149010807;-0.149032846
0.651791383;-0.147642691;-0.147661366
0.651814059;-0.145694532;-0.145709881
0.651836735;-0.143173989;-0.143186063
0.651859410;-0.140090957;-0.140099818
0.651882086;-0.136457548;-0.136463275
0.651904762;-0.132288069;-0.132290748
0.651927438;-0.127598851;-0.127598583
0.651950113;-0.122408347;-0.122405245
0.651972789;-0.116736943;-0.116731130
0.651995465;-0.110606915;-0.110598525
0.652018141;-0.104042343;-0.104031519
0.652040816;-0.097069028;-0.097055924
0.652063492;-0.089714363;-0.089699142
0.652086168;-0.082007236;-0.081990068
0.652108844;-0.073977931;-0.073958995
0.652131519;-0.065657986;-0.065637468
0.652154195;-0.057080098;-0.057058188
0.652176871;-0.048277960;-0.048254856
0.652199546;-0.039286157;-0.039262061
0.652222222;-0.030140008;-0.030115126
0.652244898;-0.020875449;-0.020849988
0.652267574;-0.011528878;-0.011503050
0.652290249;-0.002137013;-0.002111031
0.652312925;0.007263247;0.007289170
0.652335601;0.016634972;0.016660623
0.652358277;0.025941343;0.025966511
0.652380952;0.035145800;0.035170276
0.652403628;0.044212178;0.044235753
0.652426304;0.053104868;0.053127339
0.652448980;0.061788921;0.061810089
0.652471655;0.070230225;0.070249896
0.652494331;0.078395619;0.078413604
0.652517007;0.086253021;0.086269139
0.652539683;0.093771564;0.093785641
0.652562358;0.100921715;0.100933584
0.652585034;0.107675371;0.107684875
0.652607710;0.114006008;0.114012998
0.652630385;0.119888751;0.119893088
0.652653061;0.125300494;0.125302051
0.652675737;0.130219974;0.130218635
0.652698413;0.134627851;0.134623509
0.652721088;0.138506824;0.138499386
0.652743764;0.141841666;0.141831049
0.652766440;0.144619247;0.144605383
0.652789116;0.146828662;0.146811493
0.652811791;0.148461237;0.148440721
0.652834467;0.149510565;0.149486671
0.652857143;0.149972490;0.149945201
0.652879819;0.149845252;0.149814565
0.652902494;0.149129314;0.149095238
0.652925170;0.147827492;0.147790049
0.652947846;0.145944897;0.145904124
0.652970522;0.143488949;0.143444896
0.652993197;0.140469259;0.140421988
0.653015873;0.136897734;0.136847319
0.653038549;0.132788365;0.132734893
0.653061224;0.128157319;0.128100890
0.653083900;0.123022790;0.122963515
0.653106576;0.117404947;0.117342947
0.653129252;0.111325850;0.111261258
0.653151927;0.104809400;0.104742359
0.653174603;0.097881182;0.097811844
0.653197279;0.090568418;0.090496946
0.653219955;0.082899847;0.082826409
0.653242630;0.074905589;0.074830363
0.653265306;0.066617047;0.066540219
0.653287982;0.058066792;0.057988552
0.653310658;0.049288414;0.049208958
0.653333333;0.040316392;0.040235922
0.653356009;0.031185982;0.031104704
0.653378685;0.021933056;0.021851177
0.653401361;0.012593959;0.012511690
0.653424036;0.003205385;0.003122940
0.653446712;-0.006195781;-0.006278190
0.653469388;-0.015572606;-0.015654767
0.653492063;-0.024888253;-0.024969953
0.653514739;-0.034106119;-0.034187149
0.653537415;-0.043189994;-0.043270145
0.653560091;-0.052104193;-0.052183262
0.653582766;-0.060813689;-0.060891476
0.653605442;-0.069284270;-0.069360580
0.653628118;-0.077482654;-0.077557299
0.653650794;-0.085376637;-0.085449434
0.653673469;-0.092935204;-0.093005977
0.653696145;-0.100128649;-0.100197232
0.653718821;-0.106928728;-0.106994962
0.653741497;-0.113308725;-0.113372460
0.653764172;-0.119243560;-0.119304657
0.653786848;-0.124709929;-0.124768259
0.653809524;-0.129686360;-0.129741805
0.653832200;-0.134153289;-0.134205741
0.653854875;-0.138093177;-0.138142541
0.653877551;-0.141490542;-0.141536735
0.653900227;-0.144332033;-0.144374984
0.653922902;-0.146606490;-0.146646141
0.653945578;-0.148304986;-0.148341293
0.653968254;-0.149420846;-0.149453777
0.653990930;-0.149949661;-0.149979196
0.654013605;-0.149889387;-0.149915523
0.654036281;-0.149240249;-0.149262993
0.654058957;-0.148004780;-0.148024153
0.654081633;-0.146187867;-0.146203904
0.654104308;-0.143796619;-0.143809368
0.654126984;-0.140840436;-0.140849958
0.654149660;-0.137330943;-0.137337311
0.654172336;-0.133281937;-0.133285236
0.654195011;-0.128709287;-0.128709616
0.654217687;-0.123630994;-0.123628462
0.654240363;-0.118066995;-0.118061723
0.654263039;-0.112039149;-0.112031268
0.654285714;-0.105571134;-0.105560786
0.654308390;-0.098688363;-0.098675699
0.654331066;-0.091417881;-0.091403062
0.654353741;-0.083788245;-0.083771440
0.654376417;-0.075829443;-0.075810829
0.654399093;-0.067572723;-0.067552483
0.654421769;-0.059050533;-0.059028858
0.654444444;-0.050296357;-0.050273443
0.654467120;-0.041344582;-0.041320629
0.654489796;-0.032230373;-0.032205587
0.654512472;-0.022989546;-0.022964135
0.654535147;-0.013658398;-0.013632571
0.654557823;-0.004273592;-0.004247562
0.654580499;0.005128004;0.005154023
0.654603175;0.014509453;0.014535249
0.654625850;0.023833900;0.023859261
0.654648526;0.033064712;0.033089427
0.654671202;0.042165622;0.042189483
0.654693878;0.051100876;0.051123679
0.654716553;0.059835379;0.059856925
0.654739229;0.068334800;0.068354892
0.654761905;0.076565758;0.076584206
0.654784580;0.084495913;0.084512535
0.654807256;0.092094123;0.092108742
0.654829932;0.099330512;0.099342961
0.654852608;0.106176665;0.106186783
0.654875283;0.112605692;0.112613330
0.654897959;0.118592322;0.118597339
0.654920635;0.124113050;0.124115314
0.654943311;0.129146164;0.129145557
0.654965986;0.133671921;0.133668334
0.654988662;0.137672514;0.137665851
0.655011338;0.141132239;0.141122415
0.655034014;0.144037505;0.144024449
0.655056689;0.146376900;0.146360550
0.655079365;0.148141213;0.148121525
0.655102041;0.149323546;0.149300485
0.655124717;0.149919220;0.149892767
0.655147392;0.149925910;0.149896059
0.655170068;0.149343602;0.149310359
0.655192744;0.148174576;0.148137960
0.655215420;0.146423420;0.146383465
0.655238095;0.144096990;0.144053742
0.655260771;0.141204479;0.141157997
0.655283447;0.137757211;0.137707568
0.655306122;0.133768732;0.133716011
0.655328798;0.129254732;0.129199030
0.655351474;0.124232928;0.124174353
0.655374150;0.118723049;0.118661721
0.655396825;0.112746752;0.112682801
0.655419501;0.106327507;0.106261074
0.655442177;0.099490541;0.099421776
0.655464853;0.092262713;0.092191775
0.655487528;0.084672407;0.084599465
0.655510204;0.076749449;0.076674679
0.655532880;0.068524974;0.068448558
0.655555556;0.060031282;0.059953410
0.655578231;0.051301756;0.051222624
0.655600907;0.042370670;0.042290478
0.655623583;0.033273132;0.033192083
0.655646259;0.024044872;0.023963176
0.655668934;0.014722148;0.014640014
0.655691610;0.005341585;0.005259225
0.655714286;-0.004059963;-0.004142336
0.655736961;-0.013445561;-0.013527733
0.655759637;-0.022778336;-0.022860096
0.655782313;-0.032021621;-0.032102758
0.655804989;-0.041139109;-0.041219414
0.655827664;-0.050094967;-0.050174236
0.655850340;-0.058854019;-0.058932051
0.655873016;-0.067381856;-0.067458455
0.655895692;-0.075644977;-0.075719952
0.655918367;-0.083610901;-0.083684069
0.655941043;-0.091248360;-0.091319544
0.655963719;-0.098527328;-0.098596359
0.655986395;-0.105419211;-0.105485928
0.656009070;-0.111896942;-0.111961194
0.656031746;-0.117935062;-0.117996706
0.656054422;-0.123509857;-0.123568762
0.656077098;-0.128599422;-0.128655468
0.656099773;-0.133183754;-0.133236831
0.656122449;-0.137244860;-0.137294869
0.656145125;-0.140766766;-0.140813622
0.656167800;-0.143735659;-0.143779288
0.656190476;-0.146139871;-0.146180213
0.656213152;-0.147969927;-0.148006933
0.656235828;-0.149218658;-0.149252294
0.656258503;-0.149881162;-0.149911406
0.656281179;-0.149954831;-0.149981675
0.656303855;-0.149439398;-0.149462847
0.656326531;-0.148336829;-0.148356902
0.656349206;-0.146651520;-0.146668248
0.656371882;-0.144390057;-0.144403485
0.656394558;-0.141561337;-0.141571522
0.656417234;-0.138176473;-0.138183487
0.656439909;-0.134248745;-0.134252669
0.656462585;-0.129793603;-0.129794533
0.656485261;-0.124828556;-0.124826600
0.656507937;-0.119373087;-0.119368362
0.656530612;-0.113448645;-0.113441280
0.656553288;-0.107078491;-0.107068626
0.656575964;-0.100287672;-0.100275457
0.656598639;-0.093102855;-0.093088447
0.656621315;-0.085552260;-0.085535827
0.656643991;-0.077665563;-0.077647280
0.656666667;-0.069473743;-0.069453792
0.656689342;-0.061008985;-0.060987555
0.656712018;-0.052304544;-0.052281830
0.656734694;-0.043394614;-0.043370815
0.656757370;-0.034314196;-0.034289517
0.656780045;-0.025098975;-0.025073623
0.656802721;-0.015785146;-0.015759330
0.656825397;-0.006409303;-0.006383237
0.656848073;0.002991720;0.003017824
0.656870748;0.012380990;0.012406920
0.656893424;0.021721620;0.021747163
0.656916100;0.030976912;0.031001856
0.656938776;0.040110505;0.040134642
0.656961451;0.049086516;0.049109642
0.656984127;0.057869686;0.057891598
0.657006803;0.066425503;0.066446006
0.657029478;0.074720355;0.074739257
0.657052154;0.082721661;0.082738778
0.657074830;0.090397966;0.090413120
0.657097506;0.097719148;0.097732169
0.657120181;0.104656412;0.104667137
0.657142857;0.111182518;0.111190796
0.657165533;0.117271822;0.117277510
0.657188209;0.122900409;0.122903373
0.657210884;0.128046143;0.128046262
0.657233560;0.132688841;0.132686004
0.657256236;0.136810250;0.136804358
0.657278912;0.140394173;0.140385138
0.657301587;0.143426528;0.143414276
0.657324263;0.145895410;0.145879878
0.657346939;0.147791134;0.147772272
0.657369615;0.149106203;0.149083975
0.657392290;0.149835507;0.149809891
0.657414966;0.149976156;0.149947141
0.657437642;0.149527597;0.149495187
0.657460317;0.148491575;0.148455787
0.657482993;0.146872202;0.146833066
0.657505669;0.144675796;0.144633356
0.657528345;0.141911015;0.141865326
0.657551020;0.138588720;0.138539852
0.657573696;0.134721951;0.134669985
0.657596372;0.130325905;0.130270935
0.657619048;0.125417854;0.125359986
0.657641723;0.120017055;0.119956406
0.657664399;0.114144774;0.114081471
0.657687075;0.107824046;0.107758228
0.657709751;0.101079710;0.101011525
0.657732426;0.093938276;0.093867882
0.657755102;0.086427780;0.086355342
0.657777778;0.078577739;0.078503432
0.657800454;0.070418991;0.070342996
0.657823129;0.061983595;0.061906101
0.657845805;0.053304679;0.053225880
0.657868481;0.044416351;0.044336446
0.657891156;0.035353528;0.035272719
0.657913832;0.026151808;0.026070304
0.657936508;0.016847348;0.016765358
0.657959184;0.007476700;0.007394436
0.657981859;-0.001923322;-0.002005646
0.658004535;-0.011315786;-0.011397959
0.658027211;-0.020663797;-0.020745605
0.658049887;-0.029930624;-0.030011856
0.658072562;-0.039079868;-0.039160316
0.658095238;-0.048075571;-0.048155029
0.658117914;-0.056882410;-0.056960677
0.658140590;-0.065465771;-0.065542649
0.658163265;-0.073791945;-0.073867241
0.658185941;-0.081828208;-0.081901739
0.658208617;-0.089542995;-0.089614581
0.658231293;-0.096905996;-0.096975467
0.658253968;-0.103888297;-0.103955490
0.658276644;-0.110462443;-0.110527204
0.658299320;-0.116602626;-0.116664811
0.658321995;-0.122284707;-0.122344182
0.658344671;-0.127486378;-0.127543020
0.658367347;-0.132187205;-0.132240901
0.658390023;-0.136368694;-0.136419344
0.658412698;-0.140014440;-0.140061956
0.658435374;-0.143110109;-0.143154413
0.658458050;-0.145643556;-0.145684586
0.658480726;-0.147604828;-0.147642532
0.658503401;-0.148986205;-0.149020546
0.658526077;-0.149782250;-0.149813203
0.658548753;-0.149989863;-0.150017416
0.658571429;-0.149608194;-0.149632350
0.658594104;-0.148638779;-0.148659552
0.658616780;-0.147085416;-0.147102837
0.658639456;-0.144954201;-0.144968310
0.658662132;-0.142253508;-0.142264360
0.658684807;-0.138993946;-0.139001609
0.658707483;-0.135188314;-0.135192869
0.658730159;-0.130851574;-0.130853112
0.658752834;-0.126000771;-0.125999397
0.658775510;-0.120654942;-0.120650771
0.658798186;-0.114835104;-0.114828263
0.658820862;-0.108564122;-0.108554749
0.658843537;-0.101866620;-0.101854861
0.658866213;-0.094768919;-0.094754932
0.658888889;-0.087298908;-0.087282857
0.658911565;-0.079485926;-0.079467983
0.658934240;-0.071360660;-0.071341008
0.658956916;-0.062955050;-0.062933876
0.658979592;-0.054302110;-0.054279607
0.659002268;-0.045435836;-0.045412202
0.659024943;-0.036391057;-0.036366496
0.659047619;-0.027203311;-0.027178029
0.659070295;-0.017908690;-0.017882898
0.659092971;-0.008543714;-0.008517623
0.659115646;0.000854829;0.000881007
0.659138322;0.010250013;0.010276064
0.659160998;0.019604928;0.019630641
0.659183673;0.028882822;0.028907984
0.659206349;0.038047241;0.038071644
0.659229025;0.047062192;0.047085630
0.659251701;0.055892247;0.055914516
0.659274376;0.064502720;0.064523624
0.659297052;0.072859790;0.072879136
0.659319728;0.080930601;0.080948203
0.659342404;0.088683481;0.088699160
0.659365079;0.096087944;0.096101528
0.659387755;0.103114910;0.103126235
0.659410431;0.109736769;0.109745680
0.659433107;0.115927517;0.115933870
0.659455782;0.121662809;0.121666467
0.659478458;0.126920135;0.126920975
0.659501134;0.131678836;0.131676744
0.659523810;0.135920211;0.135915086
0.659546485;0.139627602;0.139619352
0.659569161;0.142786450;0.142774999
0.659591837;0.145384328;0.145369610
0.659614512;0.147411029;0.147392992
0.659637188;0.148858626;0.148837230
0.659659864;0.149721382;0.149696601
0.659682540;0.149995944;0.149967765
0.659705215;0.149681209;0.149649634
0.659727891;0.148778445;0.148743486
0.659750567;0.147291168;0.147252853
0.659773243;0.145225233;0.145183603
0.659795918;0.142588762;0.142543870
0.659818594;0.139392111;0.139344022
0.659841270;0.135647811;0.135596605
0.659863946;0.131370614;0.131316382
0.659886621;0.126577299;0.126520143
0.659909297;0.121286707;0.121226743
0.659931973;0.115519617;0.115456970
0.659954649;0.109298687;0.109233492
0.659977324;0.102648361;0.102580764
0.660000000;0.095594767;0.095524924
0.660022676;0.088165607;0.088093682
0.660045351;0.080390077;0.080316243
0.660068027;0.072298718;0.072223154
0.660090703;0.063923320;0.063846214
0.660113379;0.055296788;0.055218331
0.660136054;0.046453017;0.046373409
0.660158730;0.037426745;0.037346188
0.660181406;0.028253436;0.028172136
0.660204082;0.018969127;0.018887293
0.660226757;0.009610296;0.009528141
0.660249433;0.000213711;0.000131445
0.660272109;-0.009183715;-0.009265877
0.660294785;-0.018545061;-0.018626907
0.660317460;-0.027833550;-0.027914868
0.660340136;-0.037012693;-0.037093274
0.660362812;-0.046046419;-0.046126056
0.660385488;-0.054899249;-0.054977740
0.660408163;-0.063536395;-0.063613541
0.660430839;-0.071923930;-0.071999538
0.660453515;-0.080028893;-0.080102778
0.660476190;-0.087819465;-0.087891445
0.660498866;-0.095265002;-0.095334904
0.660521542;-0.102336290;-0.102403951
0.660544218;-0.109005518;-0.109070781
